eid,EPS,doi
2-s2.0-85116438098,0,
2-s2.0-85104949017,0,
2-s2.0-84964374791,0,
2-s2.0-85119332211,0,
2-s2.0-84962845330,0,
2-s2.0-84889664059,0,
2-s2.0-79955718050,0,
2-s2.0-84898440866,0,
2-s2.0-66249089503,0,
2-s2.0-85107720383,0,
2-s2.0-80053563270,0,
2-s2.0-84929447961,0,
2-s2.0-85119282781,0,
2-s2.0-85098638982,0,
2-s2.0-0036294513,0,
2-s2.0-84937978404,0,
2-s2.0-62849128147,0,
2-s2.0-85065902308,0,
2-s2.0-84962138123,0,
2-s2.0-84949495704,0,
2-s2.0-85110746786,0,
2-s2.0-0025919054,0,
2-s2.0-84983465556,0,
2-s2.0-84978986492,0,
2-s2.0-84904675926,0,
2-s2.0-84896317320,0,
2-s2.0-85049327931,0,
2-s2.0-84980398175,0,
2-s2.0-85006124200,0,
2-s2.0-84958964978,0,
2-s2.0-85066398129,0,
2-s2.0-85111320718,0,
2-s2.0-85115650819,0,
2-s2.0-84890374522,0,
2-s2.0-53249097337,0,
2-s2.0-8844259543,0,
2-s2.0-85110683957,0,
2-s2.0-85079859340,0,
2-s2.0-84961285957,0,
2-s2.0-85102638105,0,
2-s2.0-84937520606,0,
2-s2.0-85102430313,0,
2-s2.0-84958267771,0,
2-s2.0-85106727827,0,
2-s2.0-84907323796,0,
2-s2.0-84862003632,0,
2-s2.0-85105595315,0,
2-s2.0-80054071707,0,
2-s2.0-79960015608,0,
2-s2.0-51449110991,0,
2-s2.0-84907309878,0,
2-s2.0-85134526362,0,
2-s2.0-84913594031,0,
2-s2.0-11044236272,0,
2-s2.0-85096394947,0,
2-s2.0-85077680169,0,
2-s2.0-84958103196,0,
2-s2.0-84941633315,0,
2-s2.0-85105796878,0,
2-s2.0-85104203993,0,
2-s2.0-85027953407,0,
2-s2.0-84889597934,0,
2-s2.0-72049106359,0,
2-s2.0-85044725253,0,
2-s2.0-85033490010,0,
2-s2.0-77956169978,0,
2-s2.0-84901927068,0,
2-s2.0-85103123291,0,
2-s2.0-84990878438,0,
2-s2.0-84995917606,0,
2-s2.0-85099098329,0,
2-s2.0-84898910168,0,
2-s2.0-85099278474,0,
2-s2.0-85102653607,0,
2-s2.0-84857440515,0,
2-s2.0-34249104197,0,
2-s2.0-85108705979,0,
2-s2.0-85111016099,0,
2-s2.0-84977482005,0,
2-s2.0-85101307358,0,
2-s2.0-85083330929,0,
2-s2.0-85100422801,0,
2-s2.0-84949639441,0,
2-s2.0-85099838762,0,
2-s2.0-84994205097,0,
2-s2.0-85098701269,0,
2-s2.0-84921313029,0,
2-s2.0-79952046237,0,
2-s2.0-85052960089,0,
2-s2.0-85103841284,0,
2-s2.0-85099376427,0,
2-s2.0-85139197615,0,
2-s2.0-77957322914,0,
2-s2.0-85068056559,0,
2-s2.0-35348934887,0,
2-s2.0-85050920210,0,
2-s2.0-85103388509,0,
2-s2.0-85101080029,0,
2-s2.0-85099954704,0,
2-s2.0-85039056142,0,
2-s2.0-84881660973,0,
2-s2.0-85070792879,0,
2-s2.0-84994000475,0,
2-s2.0-85045842125,0,
2-s2.0-84871413284,0,
2-s2.0-85062057729,0,
2-s2.0-85092499110,0,
2-s2.0-84883631460,0,
2-s2.0-85091643285,0,
2-s2.0-85090565963,0,
2-s2.0-85132996782,0,
2-s2.0-79960373930,0,
2-s2.0-85061969457,0,
2-s2.0-85016433316,0,
2-s2.0-85098456999,0,
2-s2.0-85122359798,0,
2-s2.0-84879506391,0,
2-s2.0-84858334664,0,
2-s2.0-85014555910,0,
2-s2.0-85114186034,0,
2-s2.0-85120084979,0,
2-s2.0-85079589003,0,
2-s2.0-85104962614,0,
2-s2.0-85104269981,0,
2-s2.0-85100709171,0,
2-s2.0-84867316483,0,
2-s2.0-39349113834,0,
2-s2.0-85029476065,0,
2-s2.0-84941623651,0,
2-s2.0-85093951956,0,
2-s2.0-85092150855,0,
2-s2.0-84904817371,0,
2-s2.0-84906764614,0,
2-s2.0-34447104357,0,
2-s2.0-85078408456,0,
2-s2.0-85091201713,0,
2-s2.0-84885461390,0,
2-s2.0-34848920645,0,
2-s2.0-85097647661,0,
2-s2.0-85094958925,0,
2-s2.0-84856336843,0,
2-s2.0-84862204389,0,
2-s2.0-85073161564,0,
2-s2.0-85018851481,0,
2-s2.0-85066285007,0,
2-s2.0-85090697018,0,
2-s2.0-85084195346,0,
2-s2.0-84926141135,0,
2-s2.0-85101705972,0,
2-s2.0-84888113156,0,
2-s2.0-85018800296,0,
2-s2.0-85088925026,0,
2-s2.0-85095432200,0,
2-s2.0-85067292541,0,
2-s2.0-85096204063,0,
2-s2.0-84865327722,0,
2-s2.0-72949093108,0,
2-s2.0-84878968913,0,
2-s2.0-78649881444,0,
2-s2.0-85098964765,0,
2-s2.0-85071322850,0,
2-s2.0-85088945652,0,
2-s2.0-85058816149,0,
2-s2.0-85085968953,0,
2-s2.0-85083401726,0,
2-s2.0-85056267088,0,
2-s2.0-85094946484,0,
2-s2.0-85086892110,0,
2-s2.0-85096601325,0,
2-s2.0-85096859466,0,
2-s2.0-85016928567,0,
2-s2.0-85093651779,0,
2-s2.0-85094136171,0,
2-s2.0-84891841249,0,
2-s2.0-84979737450,0,
2-s2.0-85078667621,0,
2-s2.0-84977126119,0,
2-s2.0-85064167282,0,
2-s2.0-84946126760,0,
2-s2.0-84921854376,0,
2-s2.0-84889093146,0,
2-s2.0-85038854248,0,
2-s2.0-77956165004,0,
2-s2.0-85012927447,0,
2-s2.0-85120847495,0,
2-s2.0-34247157656,0,
2-s2.0-85082115402,0,
2-s2.0-85106721963,0,
2-s2.0-85050104082,0,
2-s2.0-33751170427,0,
2-s2.0-85016443482,0,
2-s2.0-84887515646,0,
2-s2.0-79955970120,0,
2-s2.0-85090417448,0,
2-s2.0-84994480545,0,
2-s2.0-84931045149,0,
2-s2.0-85086173541,0,
2-s2.0-77954317721,0,
2-s2.0-85060351936,0,
2-s2.0-84960121763,0,
2-s2.0-84959577169,0,
2-s2.0-85128175090,0,
2-s2.0-85073983494,0,
2-s2.0-85119717861,0,
2-s2.0-85090340476,0,
2-s2.0-85078857798,0,
2-s2.0-85123868304,0,
2-s2.0-85082679574,0,
2-s2.0-85083675578,0,
2-s2.0-85092223503,0,
2-s2.0-85088649336,0,
2-s2.0-85067360509,0,
2-s2.0-85048357722,0,
2-s2.0-84867739912,0,
2-s2.0-85076782271,0,
2-s2.0-85057052257,0,
2-s2.0-85114768684,0,
2-s2.0-85079907515,0,
2-s2.0-85025077326,0,
2-s2.0-84949098069,0,
2-s2.0-85007566293,0,
2-s2.0-85115741605,0,
2-s2.0-85081903245,0,
2-s2.0-84924690803,0,
2-s2.0-84902987006,0,
2-s2.0-84881665832,0,
2-s2.0-84873153041,0,
2-s2.0-85091208915,0,
2-s2.0-84867130219,0,
2-s2.0-84870739473,0,
2-s2.0-85065615713,0,
2-s2.0-85062094270,0,
2-s2.0-85084655926,0,
2-s2.0-85090158476,0,
2-s2.0-84990229157,0,
2-s2.0-85011339267,0,
2-s2.0-79955530566,0,
2-s2.0-84855968762,0,
2-s2.0-85095406945,0,
2-s2.0-85032976668,0,
2-s2.0-85027934415,0,
2-s2.0-85078703449,0,
2-s2.0-85076472955,0,
2-s2.0-84959486941,0,
2-s2.0-32944462116,0,
2-s2.0-85077461125,0,
2-s2.0-85126943157,0,
2-s2.0-85085894504,0,
2-s2.0-84879204898,0,
2-s2.0-84866169765,0,
2-s2.0-77950422624,0,
2-s2.0-85089689680,0,
2-s2.0-85081005911,0,
2-s2.0-34249331278,0,
2-s2.0-85079877954,0,
2-s2.0-1942504418,0,
2-s2.0-85061254124,0,
2-s2.0-85077077798,0,
2-s2.0-85076613356,0,
2-s2.0-84964720110,0,
2-s2.0-85089007027,0,
2-s2.0-85056562745,0,
2-s2.0-85077881025,0,
2-s2.0-85090032254,0,
2-s2.0-85085657365,0,
2-s2.0-85083038696,0,
2-s2.0-84949034365,0,
2-s2.0-85088030002,0,
2-s2.0-85138240146,0,
2-s2.0-84946925591,0,
2-s2.0-85068498569,0,
2-s2.0-85056768721,0,
2-s2.0-74049088263,0,
2-s2.0-84908071981,0,
2-s2.0-84883289750,0,
2-s2.0-85081215118,0,
2-s2.0-85060094901,0,
2-s2.0-79951657289,0,
2-s2.0-85101753767,0,
2-s2.0-85077365564,0,
2-s2.0-85087307698,0,
2-s2.0-85076559302,0,
2-s2.0-85075398660,0,
2-s2.0-85098480635,0,
2-s2.0-85061350029,0,
2-s2.0-85083563628,0,
2-s2.0-85043757591,0,
2-s2.0-85031819005,0,
2-s2.0-84896724648,0,
2-s2.0-84866495475,0,
2-s2.0-85068141876,0,
2-s2.0-85125786068,0,
2-s2.0-85066602878,0,
2-s2.0-85105754110,0,
2-s2.0-85132217995,0,
2-s2.0-85094200677,0,
2-s2.0-85091842091,0,
2-s2.0-85082674461,0,
2-s2.0-85041107902,0,
2-s2.0-85090387802,0,
2-s2.0-84992178468,0,
2-s2.0-85052732397,0,
2-s2.0-85087475537,0,
2-s2.0-85019564061,0,
2-s2.0-85084004313,0,
2-s2.0-85086896398,0,
2-s2.0-85015306951,0,
2-s2.0-85080040556,0,
2-s2.0-84978485859,0,
2-s2.0-84899895101,0,
2-s2.0-85078562091,0,
2-s2.0-84882986835,0,
2-s2.0-84865529525,0,
2-s2.0-85081242900,0,
2-s2.0-85076045456,0,
2-s2.0-85081949865,0,
2-s2.0-85047525084,0,
2-s2.0-85009776786,0,
2-s2.0-85015941491,0,
2-s2.0-84990935692,0,
2-s2.0-84952802147,0,
2-s2.0-85075428850,0,
2-s2.0-84946944072,0,
2-s2.0-79955880671,0,
2-s2.0-85021226065,0,
2-s2.0-84983407119,0,
2-s2.0-85097748147,0,
2-s2.0-85070114331,0,
2-s2.0-0036792584,0,
2-s2.0-85076198862,0,
2-s2.0-84994351562,0,
2-s2.0-33748705612,0,
2-s2.0-85073628247,0,
2-s2.0-85081550440,0,
2-s2.0-85060537426,0,
2-s2.0-85075336089,0,
2-s2.0-85026761801,0,
2-s2.0-85066934145,0,
2-s2.0-85069720315,0,
2-s2.0-85028563745,0,
2-s2.0-84995404819,0,
2-s2.0-84966297030,0,
2-s2.0-85027945925,0,
2-s2.0-84935001614,0,
2-s2.0-84873524309,0,
2-s2.0-85097052441,0,
2-s2.0-85103390852,0,
2-s2.0-85104889875,0,
2-s2.0-85073935436,0,
2-s2.0-85056642127,0,
2-s2.0-85073469873,0,
2-s2.0-85067620380,0,
2-s2.0-85048472046,0,
2-s2.0-85049552057,0,
2-s2.0-84928727139,0,
2-s2.0-84991758361,0,
2-s2.0-85073704185,0,
2-s2.0-84963976250,0,
2-s2.0-58749089464,0,
2-s2.0-85071464096,0,
2-s2.0-85067801068,0,
2-s2.0-85064903127,0,
2-s2.0-70350168926,0,
2-s2.0-85046773477,0,
2-s2.0-85071128352,0,
2-s2.0-85073262306,0,
2-s2.0-85077522686,0,
2-s2.0-85122470818,0,
2-s2.0-85058132523,0,
2-s2.0-85089283322,0,
2-s2.0-85048783288,0,
2-s2.0-85053382322,0,
2-s2.0-85072740045,0,
2-s2.0-84959556661,0,
2-s2.0-84928250070,0,
2-s2.0-18244372227,0,
2-s2.0-85065812553,0,
2-s2.0-85033661485,0,
2-s2.0-85026772501,0,
2-s2.0-85068645933,0,
2-s2.0-85066897291,0,
2-s2.0-0027676135,0,
2-s2.0-84959120683,0,
2-s2.0-84951845413,0,
2-s2.0-85000925775,0,
2-s2.0-85067030091,0,
2-s2.0-85068514145,0,
2-s2.0-85063112616,0,
2-s2.0-84962669387,0,
2-s2.0-84865828737,0,
2-s2.0-85049598172,0,
2-s2.0-33646075109,0,
2-s2.0-85096833514,0,
2-s2.0-85053777419,0,
2-s2.0-0347594816,0,
2-s2.0-85029365120,0,
2-s2.0-85063112416,0,
2-s2.0-0028159022,0,
2-s2.0-85065059879,0,
2-s2.0-84987615819,0,
2-s2.0-85066932006,0,
2-s2.0-84887140025,0,
2-s2.0-85062234336,0,
2-s2.0-85063735305,0,
2-s2.0-85030658268,0,
2-s2.0-85054549041,0,
2-s2.0-85056471038,0,
2-s2.0-85056144584,0,
2-s2.0-85047750869,0,
2-s2.0-85060178115,0,
2-s2.0-85061215469,0,
2-s2.0-85018976240,0,
2-s2.0-85020395403,0,
2-s2.0-85061102234,0,
2-s2.0-85049791149,0,
2-s2.0-85041862034,0,
2-s2.0-85056844251,0,
2-s2.0-85059582350,0,
2-s2.0-85009280992,0,
2-s2.0-85056891009,0,
2-s2.0-85065914271,0,
2-s2.0-85027944592,0,
2-s2.0-85131416514,0,
2-s2.0-85085260614,0,
2-s2.0-85097126855,0,
2-s2.0-85058999569,0,
2-s2.0-85071294477,0,
2-s2.0-85102060246,0,
2-s2.0-85068788875,0,
2-s2.0-85039724783,0,
2-s2.0-85039998762,0,
2-s2.0-85025668059,0,
2-s2.0-84988930738,0,
2-s2.0-85066816469,0,
2-s2.0-84965075935,0,
2-s2.0-85061938844,0,
2-s2.0-85103904122,0,
2-s2.0-85087164305,0,
2-s2.0-85059844113,0,
2-s2.0-85101043548,0,
2-s2.0-84899039323,0,
2-s2.0-85073993697,0,
2-s2.0-85055799802,0,
2-s2.0-85084239296,0,
2-s2.0-85074580960,0,
2-s2.0-85098562971,0,
2-s2.0-85099787944,0,
2-s2.0-85070537226,0,
2-s2.0-84912520578,0,
2-s2.0-85046666297,0,
2-s2.0-85063676242,0,
2-s2.0-85077337556,0,
2-s2.0-85077169546,0,
2-s2.0-85072020700,0,
2-s2.0-85070992733,0,
2-s2.0-85053132876,0,
2-s2.0-85068513135,0,
2-s2.0-85126908670,0,
2-s2.0-85057811324,0,
2-s2.0-84984814959,0,
2-s2.0-85063541791,0,
2-s2.0-84961392736,0,
2-s2.0-85082764754,0,
2-s2.0-84940718046,0,
2-s2.0-85073506703,0,
2-s2.0-85055141079,0,
2-s2.0-84928783357,0,
2-s2.0-85060239614,0,
2-s2.0-85056188148,0,
2-s2.0-84923004438,0,
2-s2.0-84875358728,0,
2-s2.0-85076372252,0,
2-s2.0-0030465674,0,
2-s2.0-85023749432,0,
2-s2.0-85068357471,0,
2-s2.0-85084591048,0,
2-s2.0-85065890465,0,
2-s2.0-85062038387,0,
2-s2.0-85068738294,0,
2-s2.0-85055588324,0,
2-s2.0-85053115806,0,
2-s2.0-84978512572,0,
2-s2.0-85051120294,0,
2-s2.0-85051040872,0,
2-s2.0-84962476483,0,
2-s2.0-85048361902,0,
2-s2.0-85046482475,0,
2-s2.0-85044962291,0,
2-s2.0-85053267414,0,
2-s2.0-84860757998,0,
2-s2.0-85060166038,0,
2-s2.0-85055172210,0,
2-s2.0-33750025918,0,
2-s2.0-85122296266,0,
2-s2.0-85119679371,0,
2-s2.0-85071493628,0,
2-s2.0-85071402081,0,
2-s2.0-85070918605,0,
2-s2.0-85073890108,0,
2-s2.0-85075378877,0,
2-s2.0-85061341403,0,
2-s2.0-85056836717,0,
2-s2.0-85048224331,0,
2-s2.0-85054465166,0,
2-s2.0-85055855815,0,
2-s2.0-85032923985,0,
2-s2.0-84946415759,0,
2-s2.0-84951568536,0,
2-s2.0-85053609008,0,
2-s2.0-85053514891,0,
2-s2.0-84907943685,0,
2-s2.0-84919395475,0,
2-s2.0-79953743518,0,
2-s2.0-84903196658,0,
2-s2.0-84902110200,0,
2-s2.0-85048162877,0,
2-s2.0-85082763266,0,
2-s2.0-85054163789,0,
2-s2.0-85056725704,0,
2-s2.0-85053197742,0,
2-s2.0-85049921603,0,
2-s2.0-84880699051,0,
2-s2.0-85091117991,0,
2-s2.0-85056516392,0,
2-s2.0-85044443303,0,
2-s2.0-80052037322,0,
2-s2.0-84903834088,0,
2-s2.0-85047423344,0,
2-s2.0-85045082969,0,
2-s2.0-85118986021,0,
2-s2.0-85108692525,0,
2-s2.0-85042372411,0,
2-s2.0-85045020993,0,
2-s2.0-85048815989,0,
2-s2.0-85049789461,0,
2-s2.0-85099823182,0,
2-s2.0-85084281347,0,
2-s2.0-85047122427,0,
2-s2.0-85044676437,0,
2-s2.0-85042929490,0,
2-s2.0-85086827187,0,
2-s2.0-85079022559,0,
2-s2.0-85039701139,0,
2-s2.0-85050263035,0,
2-s2.0-85076924322,0,
2-s2.0-85044436962,0,
2-s2.0-85042353759,0,
2-s2.0-85067846789,0,
2-s2.0-85046671806,0,
2-s2.0-85059961790,0,
2-s2.0-85089310135,0,
2-s2.0-85046766182,0,
2-s2.0-85082943411,0,
2-s2.0-85062898459,0,
2-s2.0-85019736994,0,
2-s2.0-85047600847,0,
2-s2.0-85047732093,0,
2-s2.0-85071965748,0,
2-s2.0-85044673960,0,
2-s2.0-85056707386,0,
2-s2.0-85046733125,0,
2-s2.0-85040679916,0,
2-s2.0-85065758330,0,
2-s2.0-85036630487,0,
2-s2.0-85027992595,0,
2-s2.0-84957977206,0,
2-s2.0-85042390287,0,
2-s2.0-85044343125,0,
2-s2.0-85105692989,0,
2-s2.0-84996480066,0,
2-s2.0-85038840453,0,
2-s2.0-85010840249,0,
2-s2.0-85041103244,0,
2-s2.0-85099854133,0,
2-s2.0-85041413963,0,
2-s2.0-85040034385,0,
2-s2.0-85044841717,0,
2-s2.0-85038815852,0,
2-s2.0-85029726767,0,
2-s2.0-85029542854,0,
2-s2.0-85065641707,0,
2-s2.0-85009921526,0,
2-s2.0-85010734971,0,
2-s2.0-84973120223,0,
2-s2.0-84907944904,0,
2-s2.0-85040977615,0,
2-s2.0-85060277640,0,
2-s2.0-85070892515,0,
2-s2.0-84879498387,0,
2-s2.0-85118220785,0,
2-s2.0-84865526097,0,
2-s2.0-79960845536,0,
2-s2.0-79960726772,0,
2-s2.0-33645411191,0,
2-s2.0-0034758953,0,
2-s2.0-85038908041,0,
2-s2.0-85110346006,0,
2-s2.0-85109179140,0,
2-s2.0-85102965345,0,
2-s2.0-85033592469,0,
2-s2.0-84953390978,0,
2-s2.0-85078214347,0,
2-s2.0-85081975544,0,
2-s2.0-84908307894,0,
2-s2.0-84861348069,0,
2-s2.0-85051239119,0,
2-s2.0-85048860611,0,
2-s2.0-85017237866,0,
2-s2.0-42249115246,0,
2-s2.0-38949154782,0,
2-s2.0-85042377613,0,
2-s2.0-85072724143,0,
2-s2.0-85038355746,0,
2-s2.0-85041456098,0,
2-s2.0-85037038105,0,
2-s2.0-85056740537,0,
2-s2.0-85011263022,0,
2-s2.0-85052916806,0,
2-s2.0-85104350814,0,
2-s2.0-85041541301,0,
2-s2.0-85066450276,0,
2-s2.0-85025695536,0,
2-s2.0-84994839762,0,
2-s2.0-84966373452,0,
2-s2.0-84962213025,0,
2-s2.0-85030451723,0,
2-s2.0-84874375896,0,
2-s2.0-85021945156,0,
2-s2.0-85038224307,0,
2-s2.0-85020039208,0,
2-s2.0-85057964009,0,
2-s2.0-84865004840,0,
2-s2.0-84862116938,0,
2-s2.0-34347392682,0,
2-s2.0-85010469776,0,
2-s2.0-85100159021,0,
2-s2.0-84961990405,0,
2-s2.0-85092647233,0,
2-s2.0-85085168730,0,
2-s2.0-85082596101,0,
2-s2.0-85019028257,0,
2-s2.0-85118539912,0,
2-s2.0-85081702464,0,
2-s2.0-85072356686,0,
2-s2.0-85027489900,0,
2-s2.0-84930615224,0,
2-s2.0-85063632769,0,
2-s2.0-85032349801,0,
2-s2.0-85029672286,0,
2-s2.0-85008967186,0,
2-s2.0-84930941425,0,
2-s2.0-84876489056,0,
2-s2.0-84856946938,0,
2-s2.0-26844511238,0,
2-s2.0-85018334014,0,
2-s2.0-0030264120,0,
2-s2.0-84920115581,0,
2-s2.0-85106236344,0,
2-s2.0-73649129164,0,
2-s2.0-85030483342,0,
2-s2.0-85090904845,0,
2-s2.0-85108375621,0,
2-s2.0-85014923125,0,
2-s2.0-85065444334,0,
2-s2.0-85068648655,0,
2-s2.0-85057165344,0,
2-s2.0-85029425777,0,
2-s2.0-85047095193,0,
2-s2.0-85021697509,0,
2-s2.0-85037682616,0,
2-s2.0-85032380723,0,
2-s2.0-85009874268,0,
2-s2.0-85020000232,0,
2-s2.0-84959560700,0,
2-s2.0-85020064317,0,
2-s2.0-85013474253,0,
2-s2.0-84928768874,0,
2-s2.0-84860267302,0,
2-s2.0-85100774399,0,
2-s2.0-79952620954,0,
2-s2.0-84995877099,0,
2-s2.0-85114294788,0,
2-s2.0-85010703376,0,
2-s2.0-85104923182,0,
2-s2.0-85057104780,0,
2-s2.0-85097840849,0,
2-s2.0-85045150614,0,
2-s2.0-85018430723,0,
2-s2.0-85017529309,0,
2-s2.0-85000783923,0,
2-s2.0-85019203549,0,
2-s2.0-85019124163,0,
2-s2.0-85092172899,0,
2-s2.0-85089427628,0,
2-s2.0-85086369711,0,
2-s2.0-85062092648,0,
2-s2.0-85086178606,0,
2-s2.0-85017528163,0,
2-s2.0-85072340543,0,
2-s2.0-85061907905,0,
2-s2.0-85048038523,0,
2-s2.0-85009798979,0,
2-s2.0-85060166130,0,
2-s2.0-85052535464,0,
2-s2.0-85016329178,0,
2-s2.0-85035750235,0,
2-s2.0-85053164335,0,
2-s2.0-85014177802,0,
2-s2.0-84943653222,0,
2-s2.0-84953337473,0,
2-s2.0-84929305729,0,
2-s2.0-84919665599,0,
2-s2.0-84995611805,0,
2-s2.0-84870817572,0,
2-s2.0-67650716360,0,
2-s2.0-84870357154,1,
2-s2.0-85011072535,0,
2-s2.0-85107044333,0,
2-s2.0-85007486895,0,
2-s2.0-85086411191,0,
2-s2.0-84986294157,0,
2-s2.0-85048295835,0,
2-s2.0-85104834686,0,
2-s2.0-85088374506,0,
2-s2.0-85084528910,0,
2-s2.0-84978636517,0,
2-s2.0-84984670516,0,
2-s2.0-85078660250,0,
2-s2.0-85102568032,0,
2-s2.0-85103085883,0,
2-s2.0-84962571500,0,
2-s2.0-85083682799,0,
2-s2.0-85000348726,0,
2-s2.0-84984688391,0,
2-s2.0-85019620210,0,
2-s2.0-84888010015,0,
2-s2.0-85073750820,0,
2-s2.0-85057052119,0,
2-s2.0-85040979280,0,
2-s2.0-84860383275,0,
2-s2.0-84983568845,0,
2-s2.0-85051080193,0,
2-s2.0-85044968234,0,
2-s2.0-84979239960,0,
2-s2.0-85105735911,0,
2-s2.0-84940658423,0,
2-s2.0-84930074495,0,
2-s2.0-84973867120,0,
2-s2.0-84879976324,0,
2-s2.0-85099817517,0,
2-s2.0-84875429583,0,
2-s2.0-84973484073,0,
2-s2.0-84966694395,0,
2-s2.0-85102419452,0,
2-s2.0-85042311521,0,
2-s2.0-84975801882,0,
2-s2.0-84992303785,0,
2-s2.0-84938064897,0,
2-s2.0-84861407729,0,
2-s2.0-80255127573,0,
2-s2.0-84979992909,0,
2-s2.0-84906345880,0,
2-s2.0-84876039822,0,
2-s2.0-33746992223,0,
2-s2.0-85119299041,0,
2-s2.0-85111040734,0,
2-s2.0-84986243955,0,
2-s2.0-85113483718,0,
2-s2.0-84962214700,0,
2-s2.0-83555177606,0,
2-s2.0-84975474763,0,
2-s2.0-85103716580,0,
2-s2.0-76949104994,0,
2-s2.0-85101802981,0,
2-s2.0-85100656964,0,
2-s2.0-84960840576,0,
2-s2.0-84946430704,0,
2-s2.0-85092624052,0,
2-s2.0-84964994138,0,
2-s2.0-84964957411,0,
2-s2.0-85074518740,0,
2-s2.0-85083728992,0,
2-s2.0-85092366129,0,
2-s2.0-85082701726,0,
2-s2.0-85066080817,0,
2-s2.0-21244504847,0,
2-s2.0-85019590795,0,
2-s2.0-85062696983,0,
2-s2.0-85059034788,0,
2-s2.0-85087903620,0,
2-s2.0-85040781022,0,
2-s2.0-85019639359,0,
2-s2.0-84920901845,0,
2-s2.0-85087027582,0,
2-s2.0-84957440601,0,
2-s2.0-85075727472,0,
2-s2.0-85064326808,0,
2-s2.0-84945249691,0,
2-s2.0-84955337425,0,
2-s2.0-84954398642,0,
2-s2.0-84960094104,0,
2-s2.0-84868593778,0,
2-s2.0-84960801687,0,
2-s2.0-85115343458,0,
2-s2.0-79953877827,0,
2-s2.0-84954157279,0,
2-s2.0-85055789315,0,
2-s2.0-85112400212,0,
2-s2.0-85102654549,0,
2-s2.0-85028608397,0,
2-s2.0-85104409868,0,
2-s2.0-84945895274,0,
2-s2.0-84950341404,0,
2-s2.0-85100763518,0,
2-s2.0-84871092887,0,
2-s2.0-85090741283,0,
2-s2.0-85082324432,0,
2-s2.0-85089486917,0,
2-s2.0-85076782211,0,
2-s2.0-85092300638,0,
2-s2.0-84958231253,0,
2-s2.0-84957725794,0,
2-s2.0-85083035402,0,
2-s2.0-85027945973,0,
2-s2.0-85058082620,0,
2-s2.0-84966357658,0,
2-s2.0-85091814713,0,
2-s2.0-84952908490,0,
2-s2.0-85070806476,0,
2-s2.0-85019264461,0,
2-s2.0-85043467422,0,
2-s2.0-84946869660,0,
2-s2.0-84943628766,0,
2-s2.0-84943612259,0,
2-s2.0-85047267753,0,
2-s2.0-85021783460,0,
2-s2.0-85029522012,0,
2-s2.0-84934782787,0,
2-s2.0-84951569586,0,
2-s2.0-85014494219,0,
2-s2.0-85030548095,0,
2-s2.0-84983504284,0,
2-s2.0-84964341228,0,
2-s2.0-84901261895,0,
2-s2.0-84899146601,0,
2-s2.0-77749264884,0,
2-s2.0-84929328186,0,
2-s2.0-84942512046,0,
2-s2.0-85135932583,0,
2-s2.0-82655187464,0,
2-s2.0-85108852171,0,
2-s2.0-84865776316,0,
2-s2.0-84936802260,0,
2-s2.0-84945537843,0,
2-s2.0-85087104714,0,
2-s2.0-85112129999,0,
2-s2.0-84930687026,0,
2-s2.0-85119511382,0,
2-s2.0-85107716088,0,
2-s2.0-85107148575,0,
2-s2.0-85108726106,0,
2-s2.0-85083390789,0,
2-s2.0-84930944522,0,
2-s2.0-84927626802,0,
2-s2.0-84942257846,0,
2-s2.0-84955319930,0,
2-s2.0-85014058165,0,
2-s2.0-85097876795,0,
2-s2.0-85100679105,0,
2-s2.0-84930871778,0,
2-s2.0-84924074475,0,
2-s2.0-85092256401,0,
2-s2.0-84971315404,0,
2-s2.0-84924745805,0,
2-s2.0-85100223718,0,
2-s2.0-85079013977,0,
2-s2.0-85076481361,0,
2-s2.0-85056715312,0,
2-s2.0-85050486573,0,
2-s2.0-85048929318,0,
2-s2.0-85017127557,0,
2-s2.0-84901922161,0,
2-s2.0-84920691354,0,
2-s2.0-84888204689,0,
2-s2.0-84869822475,0,
2-s2.0-79959197996,0,
2-s2.0-84971500275,0,
2-s2.0-85125507753,0,
2-s2.0-84943589923,0,
2-s2.0-85117593812,0,
2-s2.0-84944050008,0,
2-s2.0-85105332666,0,
2-s2.0-85101154670,0,
2-s2.0-84909584799,0,
2-s2.0-84908642726,0,
2-s2.0-85064944749,0,
2-s2.0-84973110332,0,
2-s2.0-84908529754,0,
2-s2.0-84923464336,0,
2-s2.0-85106024223,0,
2-s2.0-85021232353,0,
2-s2.0-84907937829,0,
2-s2.0-84907921080,0,
2-s2.0-84908451383,0,
2-s2.0-85099028112,0,
2-s2.0-85097090037,0,
2-s2.0-85088869359,0,
2-s2.0-85088272695,0,
2-s2.0-85110542915,0,
2-s2.0-84907710324,0,
2-s2.0-84899059946,0,
2-s2.0-85090425996,0,
2-s2.0-85082930421,0,
2-s2.0-84897509616,0,
2-s2.0-84895925040,0,
2-s2.0-85078394675,0,
2-s2.0-85098582932,0,
2-s2.0-84994469290,0,
2-s2.0-84996567114,0,
2-s2.0-84861011947,0,
2-s2.0-85078017772,0,
2-s2.0-85079087506,0,
2-s2.0-85059532885,0,
2-s2.0-85071269608,0,
2-s2.0-85121342863,0,
2-s2.0-85120464613,0,
2-s2.0-85051025490,0,
2-s2.0-85048754038,0,
2-s2.0-85111523506,0,
2-s2.0-85101774397,0,
2-s2.0-84948109598,0,
2-s2.0-85092738487,0,
